Address,Amt of Transactions,Amt of Purchases,Total Val. of Purchases (BTC),Amt of Sales,Total Val. of Sales (BTC),Profit within Query Range
1Da7P6m8nqGyc5dspzVvKgn8BH5zdyM2RW,1,0,0,1,0.17693307,0.17693307
15LUVGSL6DzbhNrbymikRo29kCk2hqnX4V,4,2,2.0,2,2.0,0.0
17FXANPqTu9rcvEYtwGbTg8rBLKrt6ybhk,1,0,0,1,0.97,0.97
1Pq4mXRXeicnPqSWRe2XaYqbpNJcRHRh2k,36,12,1.2,24,2.400000000000001,1.2
1PvR5UBvrodFNuUXoAXZTyJ65JVPeJu1RY,1,0,0,1,0.07,0.07
1NTYeTXkVZFZEbBhc6iPmS6fvdT4gfMMMG,1,0,0,1,0.03,0.03
19rb9uJ6m7zSgCw396TsV1B55CJpfj8cG,11,5,5.8750434,6,7.00538123,1.1303378300000004
166gigQrpeHEgjJYAfEwTpids4qL5VUhp7,12,7,0.21,5,0.12,-0.09
15pnbxLfbsHDPPWxAXCqUEvBrJ2WhFWwxn,1,0,0,1,1.07768079,1.07768079
15g94TRRPjWo47z6sJYTSiaabniczzFjMz,1,0,0,1,0.68,0.68
17ea5cFZeyXT7fswQr1TDVXspnbdy1aa7r,2,1,0.18,1,0.18,0.0
1Fi1SVfcZLUEhwN3ZzC7uxyh8mPmtvVNUr,1,0,0,1,0.15,0.15
1J6GNYnHdUokmkAiuy3gT37Jd55fSCud7h,4,2,0.2,2,0.2,0.0
18dzQBjrWyz1jvTAxfzcc7CwUZyadtEiRy,1,0,0,1,0.08,0.08
1963LxcgoKoSt6CK9UprhxQTv47xBYNrTK,14,10,0.21999999999999997,4,0.11000000000000001,-0.11000000000000001
1FSYL7THw56WGWbEVKa1QxUcakJpXWhPgj,2,1,0.1,1,0.1,0.0
1F4hEaxuaGALMgVoCRasx17cejpuQMWBg6,1,0,0,1,0.09,0.09
1zgjb3PuAa2yJNMGjmihFmF8ggh8DUn2M,28,22,0.4500000000000001,6,0.16,-0.29
1Pku2sYE9Lo12G2Ro4Vf8XC1321hwQqtCb,21,12,1.2,9,0.9095547399999999,-0.29044526000000004
15KBPkZF5ZY3pYiMtFirPAt4SU8K1nv9Sy,1,0,0,1,0.08,0.08
18mTK3pk5TUtQAo6N9EUDuUhWozvP1hgGo,14,10,0.21999999999999997,4,0.11000000000000001,-0.11000000000000001
18E7mqvMWqtjR83wJRsCZiempmzNqeosbC,6,3,0.30000000000000004,3,0.30000000000000004,0.0
1EJE2QZjdpinqUjEv1KKjidrMJBfp7XVff,1,0,0,1,0.08,0.08
12XJfjdbiKhnSaC8NixphsK1syqRJSxKy6,11,4,0.12,7,0.19,0.07
1DVWx4d7TdgDkRbkyuD75dnk8NEDLabW4r,1,0,0,1,0.08,0.08
1BS4MSnV5gJBJE4LKkiKNTiRj7iZdBGL76,2,0,0,2,0.03,0.03
12VHbaEPhgdUCurZUFbPRFYRc9NC38ExyP,1,0,0,1,0.09,0.09
1QDn3ArTA7K59EYrhsxEqko8xCK67smDG8,23,17,0.66,6,0.15000000000000002,-0.5099999999999999
1P9zhVLbCPgT3Yff276BtQ6rnjggC2AJBW,36,18,0.6136256299999999,18,0.72008862,0.10646299000000004
1DMnTmLQUXoUDBTiZk2ESNdUEcWLEXLr9s,3,2,1.13469671,1,0.06859748,-1.06609923
14W4iKDhCV6u5iRVFscLPR5QvaSbxkXZgk,2,1,0.03,1,0.03,0.0
1P7HchqJ96cPac2jocsUMUof1hxkcDfo53,6,3,0.04276976,3,0.04276976,0.0
19fhDdK63eGhG9aRndXELXfaep78npNpH6,2,1,0.03750286,1,0.03750286,0.0
1FY7DFCDyrn1ymMcSLdWWtUaAvj9UKjn3X,1,0,0,1,0.19092842,0.19092842
1JVoVqKpQGmAzXB2YaqrB2aPn8bgtghghX,2,1,0.01006455,1,0.01006455,0.0
16Ak4eENnyUbcdKGHLLwPjvc9G5iBYBcdo,2,1,0.07166839,1,0.07166839,0.0
1HPnMGtD797bsGRGp1kbLoksfrNjTpLfh,2,1,0.01002035,1,0.01002035,0.0
1GSZkmsSKvbr5MpW2CR8Z5LUecjYACh9nT,6,3,0.30000000000000004,3,0.7,0.39999999999999997
1KVDTUFrAqwQDtHy7fZ4Uk9fDPXwBS3Eme,3,2,0.002,1,0.001,-0.001
1MnAYWqmutew82W6CS5VBAGYrD56ajLWdP,4,2,0.10910472,2,0.10910472,0.0
1JvnosSsKRMdqfLxE5eX3kb9oUDC1VQgtr,1,0,0,1,0.01041556,0.01041556
1KnfrBz4wPGCskVnBCQipRKgBdM22R2Fuf,1,0,0,1,0.24,0.24
1FcX749KS4xyyCFjzJCEhwnfQX8i1aSrCZ,3,0,0,3,0.08,0.08
1F1seGgEosWYkGF9TpQdP3TVZd2Xb1e3MR,1,0,0,1,2.04,2.04
1M2CwyxvupJZnkJTe1fW3pwaT5oRHiU6yD,1,0,0,1,2.0,2.0
1HRijdSMPqya5WxLG7PzmZ33KyR7kuhX85,1,0,0,1,1.37,1.37
1LsbiL3xWfkE43MJukMe9C9E98UxkAhKWe,1,0,0,1,0.36,0.36
13WAL9QpvVL8dmJbZ2uG9kxmQJaQZGpAYT,1,0,0,1,0.41,0.41
13KHaNuC1JeHtirheSTDxz6U7BXEDUT6NC,1,0,0,1,0.36,0.36
14Aao9p1wCvV1VnF27A5TLUsV6NPgo6R4R,1,0,0,1,3.6,3.6
1JQis8FmJhFfq7E9yoLFiNa8aML6ghTM7o,1,0,0,1,0.24,0.24
1L4BxvxsSoYvBVJVeddydQ2qeM1jY3EdGR,1,0,0,1,2.01,2.01
1N23Wt43Yjvx3aQprC9n1P3AxxTdbLNGvC,1,0,0,1,0.14,0.14
1JKhaGfWr9ZzNzxwoNLr32fkvRc6GVuVhV,1,0,0,1,2.66,2.66
1L8U9MDQA7hJA1ueLLrwGzN4cEmQfs19tQ,1,0,0,1,0.45,0.45
1Fw5fLzSBDgUxRuGaQKLddJrrhkxGfXFpn,1,0,0,1,0.66,0.66
1EzksaLKVfBvcrSsyrKE6SwjRaQVmao8MY,1,0,0,1,1.07,1.07
1DhuKCXLL1s1HAhhMed6jW2nUJZ51CTvJ4,1,0,0,1,1.01,1.01
1Jn3Q5G75Dzmnqe1sMv3JWS2dFg8GAAv25,1,0,0,1,13.87,13.87
12RvwMHsLpCd9ij7W8bz2i1ntU6wcjsVdL,1,0,0,1,1.33,1.33
1MV5Ex5RP6tSeDnutUNCvE7MThAUgKgNpZ,1,0,0,1,1.07,1.07
12zzNQT8kSWB9ZUAGxwLhxxBjwpU3AYBhe,1,0,0,1,2.05,2.05
14wZfHwKuXDzp7kGfgVBxxP7PEPek5HKmj,1,0,0,1,0.69,0.69
1MpK2XEoaXxXFWHTJW84M9RKEn5RccciaS,1,0,0,1,1.92,1.92
12no16Ba9wo92NwHNgn42JqkvuiYmpN2EY,4,0,0,4,9.92153848,9.92153848
1XaoPLMgBces3pLo54JYYA3iS3tb8TYHF,1,0,0,1,0.75,0.75
15d8jVnp7fLqLTRH9wy4A9gCMvaK5g1q8C,2,1,0.19,1,0.16,-0.03
18yiMMVbexyGGJZg9D6CrCqMmnL9ab5yV5,1,0,0,1,0.5,0.5
1ANWAtGRYth4SpMbYkvjr69a3w5ydsCckr,1,0,0,1,1.0,1.0
1Dy9AW1zsDJ98yqrwGTbQ5P2dDVqd81zu9,1,0,0,1,0.42,0.42
14aB5LNSNb7Ck2aue4JiVvcotrmP4pXSYd,1,0,0,1,0.29,0.29
14pRDJP182pomzd6uuWReSV35WY5iaZNDD,1,0,0,1,0.37,0.37
1FMxLYBEQUbaFTtDf77HP8Qfrr9FRDaZuK,1,0,0,1,1.0,1.0
15f5ser6FcTu3k3Yxg7LPhDQSCmipctYkY,1,0,0,1,0.05,0.05
1GPK1BQiTnCoQkRqTJspFZCJv3tyBMBysx,1,0,0,1,0.04,0.04
1LRRhgyHUWMPSXNz1xEgn87f6BGFAovMY1,1,0,0,1,0.22,0.22
1JQYPQbj1Qb9c8CPwXb39Ehek2t7poBqWH,1,0,0,1,0.04,0.04
1C8yXmPrUsgqAgCJBaDkpixTivu9pkpgS8,2,1,1.79,1,1.37,-0.41999999999999993
1FzwM8YbTASpJXM5xtU9r8dmN4dJSMJB8W,1,0,0,1,0.54,0.54
185dKmXMPCGHi2nseqywVmtcWTjfKhEL7Y,1,0,0,1,0.04,0.04
12jiJzXrqCZkozT3bJoZ2FQKCHHX2mFKum,1,0,0,1,0.48,0.48
1NfNRQf79EpDe5K7urUyhXmhuYTrqfELu5,1,0,0,1,1.27,1.27
1HBUKgXnwgtiTNBnyFfq2s8SpXPWYDuzKA,1,0,0,1,0.62,0.62
15jSiQq9QXKmFRNM6z6Xrw7oUAneW1AJks,1,0,0,1,1.48,1.48
1oYttaxnu9uA8PipribDm8rXVpUPuRUSn,3,0,0,3,0.18840236,0.18840236
1A3xhcSnm4WifLu555k3mK7mFhow7ybYo3,1,0,0,1,1.0,1.0
1LgS3o6apW5CuWEs5TPrMdpQFd1ESQsiby,1,0,0,1,0.01,0.01
1KephpivrRX1whPMspangsPTprGoJ74Dtc,1,0,0,1,1.01,1.01
1CHsKmuiaBvjFXxgotyY6KhN2YxxV36H3W,2,0,0,2,2.28284448,2.28284448
1KeZXyazRK5WZEtvbuXEdBY21zhmqYTjeX,1,0,0,1,0.15,0.15
1DdxyaGmrPG1eHzR1CeJo9k3GeCN1jASup,1,0,0,1,3.25,3.25
1LaVDHFTG41TGrQGUUr18i5h1e4M6FFg6z,3,2,0.54,1,0.28,-0.26
1Ms785cyus8tz1JEC2fsXTkX3NV6arv2az,2,0,0,2,0.5800000000000001,0.5800000000000001
13en8XCxUfPs5tZtW3aDEPCpP8uYALCtGd,1,0,0,1,2.05,2.05
1EbYaoWWB4q4tc5gHjVS8KDjGp2QQW5Fe8,2,0,0,2,0.02,0.02
15NGPLBb3zVHGvrgp766LK4YbNJdUbRtks,1,0,0,1,1.22,1.22
18Mk65wV1E5kCVHFShvUTU6zt4yVFKM5Ft,4,2,0.54,2,0.18,-0.36
1BuqZH55TdRKURp6U8H3xJThKzqhxhaFPn,1,0,0,1,1.0,1.0
193DQg3ndqgqezXnQD9pNJnhseReQpxGsH,1,0,0,1,4.31,4.31
1DCNAH4ipevuMr2xmizbdbJ6bQSKRBzUt7,1,0,0,1,1.01,1.01
1Hos3zD4odzKQE8G3ngSSh1JoUPNGUofDu,1,0,0,1,0.5,0.5
1JSkgLdNY5pntNunzKEgsQFmsDGudzS37Y,3,2,1.08,1,0.5,-0.5800000000000001
16r8VLpuNgfqofovBFhSagEv91VSXVd9KX,1,0,0,1,0.17,0.17
1CpJJx8fj3CLVDCqBoXZibiKD5CUMRcLkV,1,0,0,1,5.06,5.06
1EeCGpVttBiRyaeXxTtLAiQdrqpgQ3jsEQ,21,0,0,21,4.459999999999999,4.459999999999999
1N6KMP6PwaZYVhXHEh9FTqDrWUjUuboSsX,3,0,0,3,3.1095436999999997,3.1095436999999997
1PgRzEiGqCN1orWCcHFLDcA6ezRh8iqvRJ,1,0,0,1,0.15,0.15
12f5vY5fUTWpEsvQuqXaaKo9G7j2GANg4M,1,0,0,1,1.4,1.4
1Lit8ViSkGbVDP665bR3CjWNw1GgM6MtmS,1,0,0,1,0.21,0.21
1FXhQwwBo8uixceX3da3Eg9FUy2Aa3ccLb,1,0,0,1,0.4,0.4
1MVULT5fYgLtyXh4UUd1JjnKW2z15rKVvC,1,0,0,1,4.23,4.23
1H3ub6NcYCU9C24tQ12A1P48W1MQ7WssLz,1,0,0,1,1.52,1.52
1PWAbjjUqb3zT2SJ6atSPkYXCyZPYFJgxm,1,0,0,1,0.5,0.5
13fjGZWvkccgeBN94VfK1JmJfCLyYUdB35,1,0,0,1,1.61,1.61
17ub2bDVCZtBKLCD8hLzAsvRpkej6rzHWa,1,0,0,1,0.27,0.27
1Bu5bMoshXnAf5cint5mpyd26WsQJbbeBj,1,0,0,1,0.16,0.16
18cqz93bhzrtcaTGbQgyCqczk3vBeJNSyG,1,0,0,1,0.33,0.33
1NbTgRKmFVoB8kPZX8NQtxnThWcxjozpyE,2,1,1.37,1,1.11,-0.26
1NJMNfvE9o6ZrdXFFRtFiidMA2Gb8NfL9g,1,0,0,1,0.1,0.1
1HhpAqwyvW99GMeGnfSruyifi3aQzYPdTN,1,0,0,1,0.15,0.15
1CsZuiWsq5vZNvSCeq5ScVmYUGzT9D2hb3,1,0,0,1,0.34,0.34
18YBhfTMzgQC2dsxtiVeaam2VbG3YxiZ4q,1,0,0,1,0.02,0.02
14pFJHaNfcGqKXuXr6MSBJ1kf2fwBH7J2N,1,0,0,1,1e-08,1e-08
171E4WazFo51mgCZCVJoxqSmDz8vSFrxt6,1,0,0,1,1.13722707,1.13722707
1BUWKBVADeXFFvTUf9StMuS47QKnoi2TJH,1,0,0,1,1.21100791,1.21100791
1vXFL3Mq2gbRpknQAQUc5eKHxioF3gq64,1,0,0,1,1.08679716,1.08679716
1PyeymUht8vb92WDAUfvTNi2X8ZRgsQj4Q,3,0,0,3,1.6853230600000002,1.6853230600000002
15JVDn2Uz6gf2C1vbeYWwgVP476VdVmoRU,1,0,0,1,1.03863353,1.03863353
1HGAnMXJjjytqSgT3mvRhZNUdMvBxPMXUZ,1,0,0,1,5.34235178,5.34235178
1i8HPL4wv6hA5HTb2PQ9tmXgQ4t4Rf5ha,1,0,0,1,7.73289909,7.73289909
1D6bCS1oRd26yq6Qdpn4oqGdNxYWnbBhh4,1,0,0,1,1.11630358,1.11630358
12CtoN1jVdVuk2YyuMyPUPwT9oGs2w7Qji,1,0,0,1,2.66870899,2.66870899
1DDLTqVfBgzzqtHh1qVqgoNRXm4kNtTUnh,1,0,0,1,1.06353151,1.06353151
1Ggni2Txd9RCqutMufSopuTszsYcPP5Uj,1,0,0,1,9.15201562,9.15201562
1GwGTpEmmskWehcHntDDA7i1sf2RULC426,1,0,0,1,4.99300542,4.99300542
1Hr3B7SqKTPbYUWa1wYWG2PKpWn4TMZwKm,1,0,0,1,0.85451503,0.85451503
1FMkxsZQV1n16CbF6m7GktuFpUseoWZqyz,1,0,0,1,0.70149396,0.70149396
1Me1PjdzwWGHkfdEREBWgRH5iznW3b7XpW,1,0,0,1,3.71236267,3.71236267
1KntYuDugU5mt9nfN2VcbZSyCj4rjAfuH9,1,0,0,1,1.09418475,1.09418475
1LQr6YWFDjzgtKfjGbwzNr2nZpxXCt7XRh,1,0,0,1,1.38071432,1.38071432
1BxBhZcSfsjwwxpKgEHDpXYD6MACWJramV,2,1,1.33018477,1,0.87296585,-0.45721892
1FChKAU1GeEghEn3mJ94ibaWp3goVq5eR7,2,0,0,2,3.87405988,3.87405988
12k88XHsce99aYDoQUFL5NRukAwnqAZ1qH,1,0,0,1,1.35285499,1.35285499
18ALUNc531kySnowkZHby9UNNzMLKWQSHg,2,1,3.78843295,1,3.78843295,0.0
12DNZSGesg7hacqFnUyowsPkSKjvE7LPXC,1,0,0,1,1.55050931,1.55050931
1CckgKjo7HfsuFvdbW4VvTGd4N3Yfexn2m,1,0,0,1,2.23742364,2.23742364
1D7oXRQYDh8KdQLVfsYEt6BtycM3Nt6AiE,1,1,0.0101434,0,0,-0.0101434
1MrSRZX8DYD4mQV7iD2yS8jtPYdRK4rGuH,2,1,0.01517806,1,0.01517806,0.0
12zuBjw22JA5vbhfMQY6uyJmCf6hVCF7Uw,1,0,0,1,0.01458146,0.01458146
1LuYiFx3a5bRxBjT3S568k8n6oJUrAtSx5,2,1,0.01024,1,0.01024,0.0
1DKMg2KmTyQmfiQxDfDsNKVx4PWYa7xga4,7,3,0.00185047,4,0.00246489,0.00061442
1HG8NQj3upK8VFL6eqzbS1ys7EJUYYFDC8,6,2,0.01882558,4,0.03909511,0.02026953
1GsjFPbWP11vYBhNqnhHJprAhJvAwnPaQM,1,0,0,1,50.0019504,50.0019504
1MTyHFu7tzhhPS1aZfsrzAHfQwwUfEXjSj,1,1,9.98,0,0,-9.98
1DeUJAasGF1FwfSapWbTnLYMQdXUEpbRSt,1,0,0,1,8.8678,8.8678
1Fo77RjJGzyVu1oNNrj4tBvCy8GbPP2ML,26,14,141.129988,12,202.71,61.58001200000002
14CDYjvV1uVdW5qaBAUNqc3EbYbA1vAP1N,1,1,9.98,0,0,-9.98
1GGeu7RhSRRj9yiXpC8XVyykmJiyWY5zwc,1,0,0,1,9.600002,9.600002
1MEdQRKjpAaodBTe89wNdoQGvGnpsw3cBr,4,0,0,4,14.631198000000001,14.631198000000001
