Address,Amt of Transactions,Amt of Purchases,Total Val. of Purchases (BTC),Amt of Sales,Total Val. of Sales (BTC),Profit within Query Range
1HDMY7WSCyUjFceGbz8PGHqNbt9iVxLf13,2,1,1.76,1,1.76,0.0
1FTYSxvts9T8y15v1SJeeWHq5m9UPRwQ3,2,1,1.02276507,1,1.02276507,0.0
1LSKbDAcZrDej9bx1vwSUxe9ZoTbW5USLQ,2,0,0,2,0.2,0.2
1LGquMF6K5HAL8QVPYyTxjj18tHa383qTi,1,0,0,1,0.98276507,0.98276507
1FiCW4ENFSJnEDhkc4xad1rhLLkZ2mmcvh,2,1,1.0,1,1.0,0.0
16pZBzUEGjWcpKrGmwUaWtCqgJeSp3Rege,1,0,0,1,1.0,1.0
1LHWmd3Biw6RwKyqwriaow763g5ApmmD3P,3,1,0.0399,2,0.30014646,0.26024646
1HNLyo4gpMgzrn4TdCAiWmhFUerQB8Sdx4,2,1,0.072,1,0.072,0.0
175eFDccpFuqiz89RX6iHUaG27buoq2xmt,2,1,0.03744,1,0.03744,0.0
16DP8FeuoKpbYWue7vnNKzWGh6zto5McmQ,1,0,0,1,0.22823045,0.22823045
1JUexa3VXc6EStfUtwoA6xhFycwcGtbk5j,1,0,0,1,50.0,50.0
1GQns8x4JGZTMcBZz3uS8TDByUVUcgiEGn,1,0,0,1,50.13357458,50.13357458
1BMRALdGPzdn5SG8w8xvihkAQ6w3bm56bU,3,3,542.9300000000001,0,0,-542.9300000000001
16Jh76bikoR78qjzC82jLTFAqE5kXLLyQM,3,0,0,3,408.0,408.0
1DPQ6YRiyjEgUkfD1CnrXLY6YcNfv1Ygdj,1,1,1.02856361,0,0,-1.02856361
18gtWFibntQbBnXDYLuPEHmxFyBeqCafLH,2,1,50.09221192,1,50.09221192,0.0
173scmYESe3wXF1p7gvyu2jPYCKGjRkxZL,1,1,118.63077861,0,0,-118.63077861
1QCRQ85SqiiDkyRJVSbFn3mH13rKvMbyWg,1,0,0,1,56.0,56.0
14hfPVkmw4FpUtWvNAR9PP2kiBAhJSWGrv,1,0,0,1,113.75155414,113.75155414
1LZzfwaYUFeNq9euNkANbjvJwzZGM1hDvd,2,1,41.0,1,38.8361812,-2.1638188000000014
1NVH2R9cn1fzTBwKvVrQY9DR1YEn2eoKuM,1,0,0,1,1.967108,1.967108
13qjPqDhn4mSQfAXhYP4X9F8n5LkGaq8G2,9,5,300.0,4,250.0,-50.0
1JZ7kE8oycXhGP9Ufb9DFbiUnVf41gYxc2,1,0,0,1,18.3273109,18.3273109
18c4uo2KckbLCiaKU9b8ru2ZgQNtrZvyp8,10,9,1.6199999999999997,1,2.00367898,0.38367898000000045
1DQ6Cz1GgALJcEyPHRGagVZg3C5KvBWbR2,1,0,0,1,0.01003371,0.01003371
14JF8YvMvpUA9jPfeQ8mLf6pHsWNWECBoH,1,0,0,1,2.0,2.0
1M8RbF1henajtQjuuMsMAAQejqUGH68cpY,2,1,10.04,1,10.04,0.0
1HWepXtaPRK9FXYWrxTURjkCfmsr3kZeMy,2,0,0,2,0.03,0.03
18TaSuNZ418HMYvvqEtgHfinoihB3Q88mW,2,1,13.5,1,13.5,0.0
1M5hHFiUBTXyG8E3LJPt2L9hD4K5GuzPBR,1,0,0,1,0.57,0.57
1PQJw2dnhU8CadwZwUxzP2FNeVvfHfFnx2,1,1,0.00022686,0,0,-0.00022686
17hYR3anLFUJXLyo2fD7G4wT6PzckknwrG,1,1,0.96787209,0,0,-0.96787209
17BDfoSZFpG48cbn4suHts5dLZU2Xvh41X,6,6,0.2798604,0,0,-0.2798604
1GcRQGZwpSWGuX5ZaBG53GemubpRC8vHpB,1,1,1.99023235,0,0,-1.99023235
19kimvNmXQ1nvc7qFz4d6Zx9Si1fsT56EP,2,1,28.0,1,28.0,0.0
1Cp8HBr3vtEAvQ1RqQhjbhGciYDapf3ATN,2,1,3.09385772,1,6.12638246,3.0325247400000004
1Mt6JyTup3Gd6WCPS42GpWWbru75HSABP8,2,1,30.262,1,30.262,0.0
1MSeKJWFijn9UQNkBtJbFo6WwmeC5Qy2bP,1,0,0,1,0.005,0.005
1E7aqkJkfzfkkaSeiJsA8zkehPj36xjpEY,1,1,0.0157418,0,0,-0.0157418
1EKKNrsN47Rkm1jAN2k84ir8rkMoiDytDn,2,1,7.49290338,1,7.49290338,0.0
1F6F5cfuan7y8bBqGrXJbFB5au2fYWM5XZ,9,8,1.0834863200000002,1,0.18431576,-0.8991705600000002
1PAK6B5rHPzKv4DmNbJz1deKXHbG3D5TU6,1,0,0,1,0.01034386,0.01034386
1J6Naf44RLPufsT61TWeUcrEdFu7xjjYvj,1,0,0,1,1.0,1.0
1Mf3wiWT3rgfWanfH6m8EgC9twLQBfjk4o,2,1,22.16778417,1,22.16778417,0.0
1PTZo7r5GxS1gDB9fqZJpwhfyUkjR39i1u,1,0,0,1,0.98681752,0.98681752
1KwkM5ieiK73TgxgwWSCdHJUWdQf5DtAZS,2,1,3.0,1,3.0,0.0
1AbfbgJwH1HdaD7w21mounmchWzGMQJjkZ,1,0,0,1,0.0195,0.0195
17wKpW2fLNNXMi7b74PZFGYUeFDzMZuhuE,2,1,15.3128757,1,15.3128757,0.0
1GBqNKpa7oB6YM9V2FkHX2UJ2euzF77Npp,1,0,0,1,1.22243208,1.22243208
141ijE6x7x6NhzjEHbGiUXc3cxuv6oiNac,1,1,0.915,0,0,-0.915
1F8fLpuVojRWe6QezQLcLvwyJ4aqWHGGci,1,1,0.175,0,0,-0.175
17CJnp6vmpnuR6vzcCxoSBdin7s4oPVkM8,1,1,0.4995,0,0,-0.4995
1KS3cDvzvy6AkyzZ1zW5Q1D9rB3Wwg6oDJ,2,1,0.15616998,1,0.15616998,0.0
1EGR7HACEm8uKpzGxwMgpbdXxtecRdhnPK,2,1,2.78,1,2.78,0.0
16XG46T3toTz3DSZU5xfwfzA1MtouHKC2r,1,0,0,1,0.01066998,0.01066998
1GXwPshBuTAHcuSLJRXzQkrj1XbWSzCyP2,1,0,0,1,4.495,4.495
14KFxpUcyJeAZZEinMq7FMThtDCZDFWokH,2,1,1.0,1,1.0,0.0
1HLokpbHh2q1togERyoXFDCf1Yx86qDYaD,1,0,0,1,0.0195,0.0195
1JenttPT5nuSA9zNkroERmUkZhmWbCLoAu,4,2,17.96,2,17.96,0.0
1sA2QpwcbrAcJBw75VvGP21btuBox3nR3,2,1,0.317172,1,0.317172,0.0
1Do9fJ9SYWJsZCx4BdZJcKShwFLTzU1vaB,2,1,0.414432,1,0.414432,0.0
1J6HxyZ5hdDn6ScL2BTA5uBMRkJZt8A9E2,2,1,1.039,1,1.039,0.0
177zwcYec7gB9ku8QoxCB4cVjL9PFuzrqt,2,1,0.01849347,1,0.01849347,0.0
19zhF2B4cbZDk11u1eno1RjyzvRu9dhTEh,2,1,3.7495,1,3.7495,0.0
1Ja5z8e8YCMVmrU1jJ2Q9AEUWpPU2itZTA,2,1,0.16807,1,0.16807,0.0
16BaX3ZXvtBDhvzEsqPk9PUDBN1RPna6HW,2,1,0.95639727,1,0.95639727,0.0
14KFAJ67a7QzMMNHUUSrdSgwd5xw596kUN,1,0,0,1,0.84282748,0.84282748
1Hi34qTtpW9JifVpWVzeoZpRmXuFecMmYW,2,1,2.329578,1,2.329578,0.0
1ANMVS1yoUE9upnPm61uumHALzosWPuHoS,1,0,0,1,0.011898,0.011898
16i4PyqVyJA8Gc7VJEP2pVDVf4GtaGnEPt,2,1,5.5725,1,5.5725,0.0
1NTEZyok2K2HFTGymJcZ92KhrbhuGuMhUd,1,0,0,1,1.41,1.41
19cMnS32q1B8LKSE9DF7BBuxA3MTNFGAHX,2,1,0.01095557,1,0.01095557,0.0
1AykGGDq9buAD2e1iemLSsqHZmRGHtVTJf,3,2,1.29,1,0.64,-0.65
1NgbNSHuebS7rrZrBcneZxZhshgvt15q42,2,1,0.1,1,0.1,0.0
12oWM9krCDKmJbunKX49mCyDcrK2mmHD7g,2,1,0.55,1,0.55,0.0
19NcWRGkapv9WRni15qCui9LmBzfHBiBta,1,1,4.9005,0,0,-4.9005
16tRX1cMGCebyYdw7duVFKswbHh8VpBANp,1,0,0,1,4.9,4.9
1EuMoAkG131SzS6Qkg6YeU6ZjHncbt9nyw,1,1,32.72,0,0,-32.72
1EBQMtmewqttpDssmKRzHumQ3WTtbRQoMv,2,1,0.045462,1,0.045462,0.0
15ih5WoES4oDubHTzZA1D7iREqoRGDbZKK,3,1,0.04,2,32.54,32.5
1HwMPJaML2YiisvfYkA1NJRj1DHMWtcsyi,2,1,0.01,1,0.01,0.0
1JSAVMVn4ooQL8BvoAJ4q1ZqG1m9Q9HCmE,3,2,31.76,1,15.88,-15.88
17T46LLZNG2LDsPuRf3UmmWRmNqRWWeXLe,1,1,0.46,0,0,-0.46
14yX9QuWGWa8gLVP76KSyHdvSP59dZdbpq,1,1,0.18,0,0,-0.18
1LYrS8KJfuq1kt7WPqxMeJgCcBncMUb5QM,1,1,0.01047596,0,0,-0.01047596
15ZBgwj446ULmUso7PJJULXR7mx6Lww3vb,1,1,1.03,0,0,-1.03
1FKUBgYyPmAc7jaHYsh29xsu7vPo8x7hH9,1,1,16.77,0,0,-16.77
1AGpi7GFDZSee6EHQjcsmRB5uTPXh3EpWn,3,0,0,3,33.094004999999996,33.094004999999996
1KnNgqVUx4TTqgSTpMk1mkf17ydpkyMpJb,1,1,50.0,0,0,-50.0
1Lvx4V6CNnadBTJDxXmv9coNEtsizV44XJ,1,1,50.0,0,0,-50.0
12XrzkbLEDLb4Wpgh3EbRskxfhdqhyS9mT,2,1,50.0225,1,50.0225,0.0
1LJpkLYTyCpJBBdsiKavj1Qhau4rmU5S2B,12,7,1450.018,5,1350.0069,-100.01109999999997
1G432Y3RDQwziKie5JKMVPWFSb6ppA19Lh,1,0,0,1,51.5301,51.5301
1DoTR2e3SoGv73zsgrhAk1EDMmJgaA6Txe,1,0,0,1,298.47,298.47
1Chjn3rzn6fNNJJ5Kd79PHfF2bAxXTfJWY,2,1,200.0,1,200.0,0.0
17ytbFrYQFWXKAGNFkdX7pYEntTU3Mryx9,2,1,101.0,1,101.0,0.0
1QCsHfDHGYVnVpeqRDvvoqRr1r95dgiKsY,2,0,0,2,197.0,197.0
12C9tH6Ve9yWieXMP2xN2u8i6C2wUgLmes,1,1,40.1,0,0,-40.1
1MwnCQSspAFSaGNku1xaZgZzP5P3h37TmU,1,0,0,1,0.09,0.09
17ngFuysFaFqCxkkqgzGxEVM9fMYv4wuo,1,0,0,1,40.0,40.0
1GnzJ25k5DCmq1ikys5qSjikqKXrixoDLV,2,2,20.10134864,0,0,-20.10134864
1NLhAvUiwPAKThMVZt2sYSsAaMrvs7Nkmh,1,0,0,1,0.00464997,0.00464997
161MACudjDYTa2kYKwPPLhFJ976ScZgReo,1,0,0,1,14.43,14.43
1AYZ5jddGLNawbRtporKnjHDenXkneNWJs,1,1,15.67246253,0,0,-15.67246253
1HCexWuHETBARS4oJXwMtpij19uucZ34XK,1,0,0,1,8.1939055,8.1939055
1Nb6c11NKkZTnMZhCMbMVQapbQ552T1dPh,3,0,0,3,16.47855703,16.47855703
1NVA1Whg2uw4xRqmADSicTK8YvAwUR3xGb,2,1,0.11,1,0.5,0.39
198PHa3EvebMheKFexmxXA6VWn9ypT5o8J,4,2,3.1,2,3.4400000000000004,0.3400000000000001
134Ec39BMFNZ9YSvEtWj4VsuhUqVmqUHAH,1,1,13.89111459,0,0,-13.89111459
131PPkKa7FfHYgTKykDmJgQCJPvAGQPr6W,2,1,20.041936,1,20.041936,0.0
125jpadrm5r9vu4RFxGvmtUzQDWpJfxEch,1,0,0,1,14.1929273,14.1929273
1L4czMdM4uhBgdQFJUSNi7ZFGccFKfVUX7,2,1,171.0,1,171.0,0.0
17uvTXzPGoBTSJCvDcJUVdMAPF2rZ3FRfa,2,1,24.14518355,1,24.14518355,0.0
17TyVpCmhcsnqsDAMEJEUhUAXWNyKdGJCi,2,1,1.3685,1,1.3685,0.0
1JzJbVtZN7YYmcCDrYaAFUSmtm8qnQaau4,1,0,0,1,16.00368355,16.00368355
1NsWfbTuYgFfUwsm2idyK5ouazywR4oMwm,1,0,0,1,9.51,9.51
19ST7MZQKmsHRsbQFPmGMfFoyoKw9ivdek,1,1,1.09618232,0,0,-1.09618232
1KCwqX2fJ8FJR7erVW3uy1H2BEHTAeDabg,1,1,1.68,0,0,-1.68
1L2eC7j7UwNL89qChrzeehfAzamCrQEz3C,1,1,1.02118969,0,0,-1.02118969
19N6hvQYHUMjfGbQCzeJkJvGSJEcseBGZg,2,2,1.86,0,0,-1.86
1HMUwYwsJhTNjG9mDEmrVgzX8rXFVXz9Ro,1,1,1.01,0,0,-1.01
1J4CwHviW43YEmxEKyjiSxGJUmVp6L3pd2,1,1,1.0057002,0,0,-1.0057002
1FGhro2JmBCRLoUFKJvpoW7m9K4tJ2Qqq9,2,1,1.96,1,1.96,0.0
1FqgkKZkEuH5yVDuRSSXUapYnqD1b3Pepr,3,2,81.718086,1,78.23075,-3.487335999999999
1P9botJF7sraS6gdVeV3CKG5iUYcbQ9wTt,3,2,6.890000000000001,1,3.46,-3.43
188b4RNLjfsN4ahuYr5F5uBNU4f96Psa95,2,1,1.55,1,1.55,0.0
1DEKwBNCR49685knxEFnAofHGBpP1sFmax,4,2,193.01,2,193.01,0.0
15Zns93W8Z1g7PCoYy8khSaMoXu1rmNXo9,4,2,0.06146783,2,0.06146783,-3.469446951953614e-18
187Tcqm4HC68Vuirmyp6S4Pm7Vk98x35dr,3,2,2.02,1,1.01,-1.01
1FruF2YMuyzEPFGG9cVtN2hFwqM9iJqdv5,2,1,0.01234226,1,0.01234226,0.0
14f7BEAzemJTLZZueoA2FS8eoc4jBuQsN9,6,4,103.06,2,79.81,-23.25
1ydcpgQ7UJWghwCe2RD7JgQMYj9pUKz4J,2,1,0.78669922,1,0.78669922,0.0
1ANCqQDEp8gDuBnv2fAm944a7ysRzv1juX,2,1,9.9,1,9.9,0.0
193XpeTxojQ7DEBGVnVCnKzMiCdXzVRqJo,2,1,1.02,1,1.02,0.0
1KRzg9dn9vq21PYbDqxCSrCa4Ay1cdWa6o,2,1,1.0,1,1.0,0.0
1Usbhk2uSSgWqsziepcUNu98BrNmURfSD,3,2,0.2,1,0.1,-0.1
1BGqXPhMJSccuDuTNfkkhTF15rJfxCC9TA,3,2,9.955947940000001,1,4.18692372,-5.76902422
19V65AzhxnAdTd5enGceoSTgWM7piamDhu,2,1,1.01,1,1.01,0.0
1CbCAcsnXmYf7obBi6g5bR89QWvA6XJbrM,2,1,1.01,1,1.01,0.0
1NwfQ1au5tHVKnAk4KMNLszfCc4WhE4L9E,2,1,1.00949721,1,1.00949721,0.0
179vU4u3oKLN13EXkYStWhrWtzRpM44iTP,4,1,5.0,3,35.0,30.0
1PTETtN8ZjKxKWyAYthQQVqDH92aNVivt3,2,1,1.05133277,1,1.05133277,0.0
1MsXYJikZmCaPgzTHGAMmjLbP9D7QRJ8E5,2,1,1.11,1,1.11,0.0
1A9rdmJJmmANQrZmdoMt6A3HeFrMgzXbpN,2,1,1.02,1,1.02,0.0
1P6QubcoBzWTbJ6NgHj2tRWu7QREYfkoLy,2,1,15.08,1,15.08,0.0
1DmrXykbVMwsPStytwfkeSsFSzm2bV1Qcn,2,1,0.51192958,1,0.51192958,0.0
1HVpFLqPfV4cNPSUiLZrHJMhu1n2i6JB7,2,1,10.02,1,10.02,0.0
1KGjPFWKx6BB9vzZeQSBmpxKn1g4kLnHoU,1,0,0,1,0.01008524,0.01008524
1JrVafjabWkvCMmxv2hEmEXBaGibKdz3mn,1,0,0,1,498.31,498.31
18tUVtRVPsKwPjhXHrrtQzEvu4PWG78JM5,1,0,0,1,299.977,299.977
19kcNKuDWSJKqhUXS9txtz63QQ6FNB4XC7,2,1,7.76075219,1,7.76075219,0.0
1C7Qy71Umgf3kUFGpYBDSWAvtAWdFsmDSg,1,0,0,1,7.74075219,7.74075219
1BpkTLSXgcw3TYUwmyutCeNCXzJkj8HUYX,2,1,13.86670654,1,13.86670654,0.0
17FRQTr4Q74F1z18WNSHB7sLHbJSqZEjyW,1,0,0,1,13.84670654,13.84670654
1KDqrdyHXFt2RCnCZKAWR3g7Em1qeq3z3b,3,2,2.0,1,1.0,-1.0
19LAFUutTbcvEy4E4BAkbFXCNHNQTwRHj9,1,0,0,1,2.0,2.0
1GYhg5qwQe1ceY8iDkWnqHoW6CQrHu9EqM,2,0,0,2,0.31,0.31
12eBNQGpnb2avfbvwwcfWbr5ifyNmnXDYf,1,0,0,1,0.33,0.33
12PnUFR8LDYjr1P7mm4uRi8sXQMD6TYeKz,2,1,18.0,1,18.0,0.0
1Gz62G1QK5biHdSBWw8CbWJj2cNrk7nS32,2,1,2.8498902,1,2.8498902,0.0
1NXr4aG8E4Er7fi5jtao1H9NW9B21QvpXL,1,0,0,1,0.9298902,0.9298902
1AQKx93h4ii4W7nQT9AgrEfvNTczJX8Dvu,2,1,3.02565,1,3.02565,0.0
1LgbxmE6vnJ8mQuyszQT8gFHWjkdmWTQbG,1,0,0,1,0.42515,0.42515
16GYFL7wrbtNn4K4cyaY5drokfnAb8BbGy,1,0,0,1,2.6,2.6
153G7HxContccTtJkyvNk5GrXEN3KtFT3k,2,1,9.996,1,9.996,0.0
1Pom5XyguxTdGdzG9iNXUFEbiH1h7xfVPD,2,1,5.570504,1,5.570504,0.0
122gyy2CYZUk1dq3Yvv91EXmxjH93mwDWQ,1,0,0,1,5.252832,5.252832
19srQL8FYaCe3EEWwavEFBiD841cd7E13w,2,1,2.02,1,2.02,0.0
1LXTiSb6NdekLvYXtg3sEtyMZetQmGpqDR,2,1,2.0,1,2.0,0.0
16qogNzippbAeDTDBWzXN4d4FEUDMzYkUd,2,1,0.01001023,1,0.01001023,0.0
143pxkakWfAphqDSDqs2h5dJAARcQQHDoX,3,2,2.16,1,1.12,-1.04
15gxpRyaJv1TeDYAji5PXMWjrTLUnsneUJ,1,0,0,1,0.01008738,0.01008738
1CitmuaFtYWxBNr5LBmV6infF4YU4YRREm,1,0,0,1,5.18,5.18
19YXYTPLDDwB2jrW3nkLn9B2BuwKkmfydE,2,1,6.61017,1,6.61017,0.0
1ByQHoyjyMNn5NznRbSHwYcRf7DHXNL3ih,1,0,0,1,6.4416,6.4416
1PmFw7wdBWjWfAtkrWLewxxJECCijCRht,1,1,0.55124322,0,0,-0.55124322
1MysfpywUQWU3CpgZvzFNtwGN1QGN2iyXZ,1,0,0,1,0.00074322,0.00074322
1PDTwJ9iF94bXqaXiH9382kogUjuGm3djb,1,0,0,1,0.55,0.55
1JaDnw4DHkkaWF6wiLANxqpnSmLcZ42yQZ,2,1,4.95,1,4.95,0.0
1HZ8GWHDDdiEbT1TKCh1N3aehP5n65qAKi,3,0,0,3,11.210094999999999,11.210094999999999
1CxiwQXbdizJg9w2zieeC3Adj227zY5pPW,2,1,0.33908,1,0.33908,0.0
1Bv77iJnHecopnMVh4skaPmCH6NjDGhc35,2,1,5.909696,1,5.909696,0.0
19C7qQ4FfrD2J7PWyEBhsWnx8xSvYM4SrY,3,0,0,3,20.225900000000003,20.225900000000003
1FzNGPeQAH8pAExMUUSZD43Tg85ctHYBYx,2,1,7.403,1,7.403,0.0
1N8RQXeXM4MqcEH81rsCA1Hb5tsogCpRiR,3,0,0,3,4.73,4.73
18eJWXPddGdVhemzRiQaTA4tBBzqsbttA,3,2,6.04234394,1,3.02842052,-3.01392342
1999s5AzqEYiWyDCEQ3ukXpqXHBfvdFwuT,1,0,0,1,0.00492052,0.00492052
19GNvnKN3UsMugDCrYh62DjAmh5WsUvcTu,1,0,0,1,3.023,3.023
1FoTaSvk2EDewRtiLmq1BaZQKwdhn8zrEB,2,1,2.0,1,2.0,0.0
1HTueP9kFo9bud1XzHnZTC2fULSg5VAScq,2,1,1.7395,1,1.7395,0.0
1Pbtw8muSzznVsMrFzzoaKWhtTbaQe84Zg,2,1,0.71931617,1,0.71931617,0.0
1PzWBT3EktRDNyB9LWrcPuYbk4xV28H711,1,1,0.0178423,0,0,-0.0178423
1NUgK64ixRvTvuGEeprA6mLAQmWz7Jg2Pn,1,0,0,1,0.71433873,0.71433873
19D2k1QPLqTePDzhe9PAYBpnyN7oJf7U3J,2,1,0.10888734,1,0.10888734,0.0
17ubhwCYj2biHqnUMVhFVbrEh4JPAcREXW,1,1,0.01381315,0,0,-0.01381315
145t86ELBLyfJtpVP2TG3CnHSJkW6HduN2,2,1,0.01086718,1,0.01086718,0.0
1L4mLuLeBxrC8ynEUYQQunzLgjP1R9NbRu,1,0,0,1,50.0075,50.0075
1DoHvXizXr8WUARJ9QErbEP4GgsG3bQigy,1,1,185.97844595,0,0,-185.97844595
1mVedwYSMKVjM9Pn81naw4JNf3gPsHy3k,1,0,0,1,111.95844595,111.95844595
16PLsKyzfApvXyq4a7UUxkyLU57kauSJTW,1,0,0,1,74.02,74.02
16U7qT4BtcgYBK4g4R6yKyaw3ct21iX5vo,1,1,30.18,0,0,-30.18
1AMLM8NK2hBswutwa9XL3SJBYTwCKhpa5L,1,0,0,1,30.37,30.37
14VCVq3JeoaFyQM8CU4GwCdnFagPBTn38U,2,1,1298.98819418,1,1298.98819418,0.0
1JdU9W9RgJbhsaFyR7vwzSfkw3dtycLfGX,1,1,21.56060073,0,0,-21.56060073
1KXF1yTgWwTkLyW6XCUxgEjGrzjx16thyx,1,0,0,1,21.10390519,21.10390519
1KDKh9pdwHdWpFDb8MxuwH52YR9CqVcDsK,2,1,116.07159226,1,116.07159226,0.0
1FBdYN9eQqewvQ12yTgaEfg5qBSo8rTpwm,2,1,9.65,1,9.65,0.0
198B9ozs6kiU3VnZbzS8AH7vh4q9mFE8D,2,1,1.34456973,1,1.34456973,0.0
1E6JDyA7uEnwfbZaha1vzcZK1rH6ZMqmVZ,2,1,18.66,1,18.66,0.0
1CrNwhhgPeQ7V4cfTSmwV6X8hwAKGPvjTz,1,0,0,1,3.73616199,3.73616199
15oRjNP2noZ77zUsETRY3yXBXm8mdUAce5,7,6,6.3,1,1.05,-5.25
1HtA4nHz9zu7zCJ4RGeV6q5Rr5pNBUj83g,1,0,0,1,6.189,6.189
1BCpn6oGRaqgaJwSiN6ZXKZ46CD2Du8Sug,2,1,200.954,1,200.954,0.0
16sGJjrKjZiq43vpP4vowcJQaNRoEXp469,5,1,20.03486,4,203.02559300000001,182.990733
1CHmk3w5JacL8BHzqbsWCpUsgB9UXg7Wuu,1,0,0,1,3.89,3.89
1BXV2K4YHpT6oqxVXtVAvbctkvhvFimsqb,1,0,0,1,16.13986,16.13986
1FW962AfbTvFLvCatBb4vaNaaYXQPi6cSy,2,1,25.41,1,25.41,0.0
14xSrD42YbyMWZ7ww89hZJwfS2HrYSBw2L,1,0,0,1,25.38,25.38
1P7F6L65dG6DDG14u4MuEXgncuA2NCTRJy,1,0,0,1,0.03,0.03
1DnJwqQN5HqE4t687yq3PsgbiJ2TUKaLp3,1,0,0,1,0.28839792,0.28839792
1HMdiKz9MjnDogLh2ALuAm3QZmdyN3XCXh,2,1,0.38007235,1,0.38007235,0.0
19m7jUTeNy8uATyQS1wWJGRmbUZ1WXzMZN,2,1,0.22234803,1,0.22234803,0.0
1jg9UEH9j9dsW1hnxqjrCmJtmkuGhQAPQ,1,0,0,1,0.49303304,0.49303304
16RRBrsyB843e9JpT2fD63H9qStPxyzj8X,1,0,0,1,50.0,50.0
1CFZ2pcjmxSfDoRVm6Fxnd23UtECqMHBjN,1,0,0,1,50.055,50.055
1PhGYjx9uRZTgkhDhZWmAvRasfGv4UUViT,1,1,0.63592521,0,0,-0.63592521
15NdFoBJXnRxHyREc2wW6D5nd7mPf26gZp,1,0,0,1,0.63592521,0.63592521
1Jc57Lo7zogQNBVW6D9UYjimmBNmHxEbTp,2,1,50.0,1,50.0,0.0
1PL8zvcKguhA9YwXtKwsGoxhbUHoadH1oY,1,0,0,1,49.75,49.75
1PbXmvHTPEmgrofi3KF4Rf1PDkwPLTvdxS,1,1,2.2,0,0,-2.2
1DyMp41Px8WqYHKUHsvKEsFVSx4tEGFfsw,1,1,0.01,0,0,-0.01
1GuWkRC2H4Jzk8fnq36NQXAjYTs726RSZ5,1,1,0.045,0,0,-0.045
18dkCzuK9nwnDjVsAeD4HeSoq8eVPSQGpK,7,7,7.420000000000002,0,0,-7.420000000000002
1PKPsKXxup9LSvtX56EjdBZKfGfWkALmXd,1,1,0.0445,0,0,-0.0445
1CiuwcYyevKUy64J5gHaKpKoohqMgYGZKH,1,0,0,1,0.0195,0.0195
1PyWhrA4fUYK2YvF86pt8UL75N9HXcZjb,1,0,0,1,10.0,10.0
1357K8knx1CdTVmRV7Qxyzd2ny33FRv7Z4,2,1,43.89881382,1,43.89881382,0.0
1DCTiDv5qLFTYzo8is85rE3rWw8mUmZZmx,1,0,0,1,0.03,0.03
1H4Dd9Ao3tFbmDwLmJ81o6sLCuiDnXJj7e,2,1,11.5234742,1,11.5234742,0.0
15Gt2iaQ2dhorPkUVJr1oxt2qFH4z9NgRp,1,0,0,1,11.4934742,11.4934742
1B4cSkqPdW4KjEWoXY9BHCeiHDHCkihs2w,1,0,0,1,0.03,0.03
1P9a2E32Adcg77xcbAeRZ8F5FWDMdbL4c3,2,0,0,2,0.21470286,0.21470286
1FfZyhQgQ2tV1SYnFrcXLCr54F84bmHTBj,1,0,0,1,0.30154811,0.30154811
1PUgA595TjEUqznUqsQsz12JPcSuDXvWfr,1,0,0,1,1.00478359,1.00478359
16XrZP4z3Q6JtBMC8MgKg9p7x3UnU3YSVF,1,0,0,1,2.11126391,2.11126391
1JQ5ikoYjpwYbYLKHzjtdFbCK6YurNfR86,4,0,0,4,0.04571157000000001,0.04571157000000001
1LiAsAKPWi18uS7Cq99E78wenfD9c4XYcZ,1,0,0,1,0.21207191,0.21207191
195WrLNfrEFneaUnkQM2UvdnwymmWEy2JB,1,0,0,1,0.10636016,0.10636016
1B7xB25MTpbMdqC9fLAKic6MV9PwGa1No,1,0,0,1,1.00644584,1.00644584
1J1ugY5TozBEGTvzZuYttyYnjSTbPNr9aa,2,0,0,2,2.0663276799999997,2.0663276799999997
1C7Zmea2f1vNTxsHDNETgyw22FW2k4Np1i,1,0,0,1,0.21014945,0.21014945
1JYFY5Uw2SxyGaMaygYHgnAbyA7mVs7TkL,2,0,0,2,2.06554271,2.06554271
1AzN7Lj7G5RLKGbGCmbScu6rifuKP1gWN4,1,0,0,1,1.05098693,1.05098693
1Ggx4oQ5A8xwZ2s6A2rsTQ9ZdsWFgwSRvq,2,0,0,2,2.13091045,2.13091045
13hTm8PRLKR9fBA2AkqetaD2rCB8tD3er3,1,0,0,1,1.03111177,1.03111177
1JrXyQpWCiGKPdWakiRESMk8uedsMqNLAD,2,0,0,2,0.20728324,0.20728324
1EQ5beEXeFBQ4R6XczLLdgv7kKNaJyYsyL,2,0,0,2,0.020617450000000002,0.020617450000000002
1BQLFddT3n2v89TMMLUmU5CjSitRNL56v7,1,0,0,1,0.25686483,0.25686483
1GxW27VLQyCBjcY51QTmxWFrWQfVwhEt7X,4,0,0,4,0.047816000000000004,0.047816000000000004
15QWKSsBZnJfcm4EYr8fztWuSCTgKHHTu9,2,0,0,2,2.1503061700000003,2.1503061700000003
16sy3SvVxVih7S9Fprq8nZg4J1AfRRMzbf,4,0,0,4,0.501395,0.501395
1GsqXhnQxeETkJ394j3c9HQab6LVEMcJRA,1,0,0,1,1.00584749,1.00584749
14yzTq78b36GA3MVoaAHZXb6fk8pDfrFD2,2,0,0,2,10.35925941,10.35925941
13N1cvD7Cw8ZdJ74Ry7buBMhQKzN4nHvTB,2,0,0,2,0.02431071,0.02431071
1NEfLnRgf5gkbukFW9WLXx54N8WLz4RRFM,1,0,0,1,0.01044158,0.01044158
