Address,Amt of Transactions,Amt of Purchases,Total Val. of Purchases (BTC),Amt of Sales,Total Val. of Sales (BTC),Profit within Query Range
bc1qc993h9zstn2aqwdp2ngju2fz4ha9ahq9gw9dlf,1,0,0,1,0.01477255,0.01477255
17MDfxkSWAvKkBrq5QWK5mUvPWvbLVhGzV,1,0,0,1,0.01472721,0.01472721
39YMakbzcMScwx7nfDnyqAwQA6zkbsmPv7,1,0,0,1,0.01468415,0.01468415
331j3HCr4q6RQysGLELPMmeaaiD4NA8QYW,1,0,0,1,0.014631,0.014631
3BeJNvEZ7TaMdZVyxFCYATDmegVERcoV3p,1,0,0,1,0.01458744,0.01458744
3HGzDWi8XRARLhdHD9aMHAXYf89bVyGTHQ,1,0,0,1,0.01434,0.01434
bc1q4693mwu7txjq42gxwsl9ukx6pc6sw0eku9swtp,1,0,0,1,0.0143023,0.0143023
bc1qc3v0alkdyrf9vw26eafxnlp0wp8fzwnstu9kay,1,0,0,1,0.01428605,0.01428605
bc1q3nxe2p9s9jq5cweq0867x5y75r5wu0f2adg6k5,1,0,0,1,0.01422584,0.01422584
1La7LPC9U9WSRL2nhKCMmU2nUFb65YMGGj,1,0,0,1,0.01414006,0.01414006
3DFTJgvSdC7aE82SicqharhVWrUEifa94M,1,0,0,1,0.01408512,0.01408512
16vExx31RjmTu9dat82px3DkcffuNiRa3W,1,0,0,1,0.01399999,0.01399999
bc1quegl8z90admss6xgs3dznmqytzfs8vh6dl9ept,1,0,0,1,0.01391324,0.01391324
bc1qa9m29nyd2cvmjaw04j7qdcu4hr67mw6jvarvwdtw887juxp864vsn79pqg,1,0,0,1,0.01385767,0.01385767
bc1q0nz42f78gg7z3r33vkuusmd6z5xwnskfsm073ufll2zup0g3d75sywt0u3,1,0,0,1,0.01383678,0.01383678
bc1qpdx0nf9l6s8qr0ejjussj2qfjmwpql2htlgntx,1,0,0,1,0.01367081,0.01367081
bc1qn75h43udd4xjas8s7s48dm50hscs7kacvr0cd7,1,0,0,1,0.01338749,0.01338749
1CBswgd79XPVcRS6UqYHn9NQdNh4z4ETBf,1,0,0,1,0.01336528,0.01336528
bc1qdz3vhdxqqn2mvm0emm3rtgdgzzwuv2upyjs90k,1,0,0,1,0.01321144,0.01321144
bc1q4wdmcj80tw6m3clprpx36m4hqaakmph84wtzwq,1,0,0,1,0.01319656,0.01319656
3JgosqjpxjxMNGjzw643Zd38cGRkYW8YAW,1,0,0,1,0.01286021,0.01286021
34WnZrhdNpRZE5UsEoQi5yxYdmUXUCMCUR,1,0,0,1,0.01285997,0.01285997
bc1qpyymz6cy5g6ksppn9w047eujwxq88jqy4sk3kr,1,0,0,1,0.01268241,0.01268241
3CghwfLcweQf8ua8igC8iRDvVMYWXxknEc,1,0,0,1,0.01261488,0.01261488
bc1qd6k2cu0c366lzg5c2g2ypjzlc6mcaynm8qc93mzcm0fys6s5nwfqg8xgs3,1,0,0,1,0.01258192,0.01258192
bc1q4yswatj6myjkedzd2dvdarq2ftkqq4az47r555,1,0,0,1,0.012542,0.012542
bc1qrgdleangthve7q7cwgmhvt8tju03dwaauf58ak,1,0,0,1,0.01252222,0.01252222
3FJxtBk7WuWfrXvkEkgFtN9ULcah3vb2Tq,1,0,0,1,0.01244421,0.01244421
bc1q5zzd22synahn6jhtl3wq6cum02eju7vaxn9k9a,1,0,0,1,0.0124435,0.0124435
bc1qf6ernkashlga5p0pw8f05tjjjtanw0km48n86q,1,0,0,1,0.01230986,0.01230986
35RK2Xb2ib8o11ycfwZ2JpWKAoW1Bz25aN,1,0,0,1,0.0123,0.0123
bc1qurtmhckp0f5dynrjxvu4fnd6n2vaklv6dwnzsn,1,0,0,1,0.01220314,0.01220314
1KhbssL71FCQ6pNGj8mfcABDtucDLirBUE,1,0,0,1,0.01219002,0.01219002
1DqL24Scc2Lh5MHZh7zEXHDDtH3nMKNaxe,1,0,0,1,0.01215196,0.01215196
1GMehP8q8HVm1b3CzWLfSPULbZ19UFtjQ1,1,0,0,1,0.01209979,0.01209979
bc1q8jywc8z3h6jqv004nx0fwhhxw0gk7wh4zhag8n,1,0,0,1,0.01209651,0.01209651
bc1ql2pql964l944ags5ds42wytgp9yhh632g25fuw,1,0,0,1,0.012,0.012
bc1q4yf7a753qpv4zvw7gmmm5m9hjywh88fka87pkh,1,0,0,1,0.012,0.012
bc1q2gxdxpt6gtak86wsgnfe67jeslgntt9u5uw6wn,1,0,0,1,0.012,0.012
3A97YWG9v5orqGGMTdX9jwwJG5VvNp5ZGS,1,0,0,1,0.0119,0.0119
bc1qprry8v8ywc36ln7r9s055v0kqfrv8c2nvldemxw86gg3pyyny9ssu2wmnl,1,0,0,1,0.0118828,0.0118828
1PwpjA7xy1MryoPUwKZyYuWyY6kQbS3QxT,1,0,0,1,0.01184029,0.01184029
3H4pBhrdSqqUCxSLmtJ15xqb4LKZgg1DN3,1,0,0,1,0.01181008,0.01181008
3AUw1R5vq9TSZXyYxHZQANL6iptMR6t18T,1,0,0,1,0.01181008,0.01181008
1CV6evW69Now2uxapvrTGhjtRSaor9Gz4d,1,0,0,1,0.01180488,0.01180488
3Ey9i86P8FUFKtdcMZ3bm5BSPmocVWcwjF,1,0,0,1,0.01169997,0.01169997
386v94WmPyUGNZymHAg4tuhabyuh7sjEHW,1,0,0,1,0.01169888,0.01169888
3MUsd6gHXnJN816SpWv3WCWd3GKTwh5ZJL,1,0,0,1,0.01169163,0.01169163
bc1q83xddp53y3g28usqer4xn6kqgz8nukjkppqzpk,1,0,0,1,0.01169154,0.01169154
1FgySBzWQ1QJCcZCxeprZ43wKm2mPWCQpJ,1,0,0,1,0.01169154,0.01169154
1EkB3A7qRRUPafqRqmYiXKSk3vhWMv8bRF,1,0,0,1,0.01169073,0.01169073
39w1WSVAkKmQrNYXxohsvuLTPJg57PNPCD,1,0,0,1,0.01169062,0.01169062
bc1qda3d4qckv2aqslye7xv07902ca5gkkvgqt0wwl,1,0,0,1,0.01169038,0.01169038
35toMzrn5WthCySgCjnjndZZWQrcnwVCJ7,1,0,0,1,0.01169017,0.01169017
bc1qkyguavwus7yyxtwg6qvaxqt8wx0rle7dnsevjt6jhszuw7248vwqf7fxh5,1,0,0,1,0.01168997,0.01168997
14irKydBSKdTZPrErJmNjeWZXNccXu8oHs,1,0,0,1,0.01168976,0.01168976
bc1qgw0a5yya6whjk97eqs2eck0pzjrjcuqul8raf2,1,0,0,1,0.01168967,0.01168967
bc1qqsszwl37dc2u90nq0jrfxfdfxkwvtt6pakrlq0,1,0,0,1,0.01168956,0.01168956
bc1q26u0ess67dtgu5rw2uewp5gypgqw4r36uy6tsr,1,0,0,1,0.01168841,0.01168841
1KvFGv4UsxPtJvL9Y7xtPcXhdivNkDDgjj,1,0,0,1,0.011688,0.011688
bc1qr7nek7pj6w95ct2darznt2msjhf2s2euxh64g4,1,0,0,1,0.011688,0.011688
3NYKEyv6i7JWSMGbZbEQwasXSinsGzYTsR,1,0,0,1,0.011686,0.011686
3MKk28B5wSp6Lg6WZgtoHqCzoTun4djFSH,1,0,0,1,0.01168455,0.01168455
bc1qlcrklpgvlms0w4dnvcwyl4xvhmzt7lut9yg2dx,1,0,0,1,0.01168411,0.01168411
13q55qjBJ61EExuFGiA9FUbm3yQV2CimLP,1,0,0,1,0.01168411,0.01168411
35JXaSc8T3cPs9iTEnRJ2Z2dPfANrC5NS1,1,0,0,1,0.01168,0.01168
bc1q830k5slm26ql3gu3aklauq2hytwng28qa35c5k,1,0,0,1,0.01167285,0.01167285
bc1qsyjnayy9zhwcyy9l583pqj63ccchfweeyanw6m,1,0,0,1,0.01165147,0.01165147
bc1qmarngjh43pz9nhd00cg0v64fg2dg4uqstaexw27h2hy393k6f0qqtgjjrr,1,0,0,1,0.01143673,0.01143673
bc1q3lkcv6vg397vs9fuugsjy9ck56v0p69we2w0gj0632kr8nac80gsfkl7jz,1,0,0,1,0.01141248,0.01141248
13cJswWtXdhtuuDvuvXrBdaShMBkE2R4Bi,1,0,0,1,0.01136854,0.01136854
bc1qq4mf94lr76z7je6vxualrezlakflc7nmfkv90w,1,0,0,1,0.01136492,0.01136492
bc1q0c4slx09r55jk98jvkp9x3eht3pn7x7vw8e3cs,1,0,0,1,0.01134359,0.01134359
1AVFDSX39nDwNXRnbtsrZTXAMFGxswW9q1,1,0,0,1,0.0113264,0.0113264
3E8U1AhKcb28xt4mhJzq5urgNWVyyrxKtV,1,0,0,1,0.01132588,0.01132588
1NjRs3P88ZZMfHF7q8dNJssEWkazdN5iER,1,0,0,1,0.01132492,0.01132492
bc1qaeu7vn84zet0sffengr5jpl4gfdahd305hpua55upn82cq85ymlsdxt7hm,1,0,0,1,0.01132443,0.01132443
3AwR6LbH9jZHrNygJRc5gur8AADRT1uc9B,1,0,0,1,0.01114734,0.01114734
bc1qmrjmf2p9ytd382y65cuna9wstfmyezjwgjrlj3,1,0,0,1,0.01104484,0.01104484
1FK3jM49uhAJ6quhSSjBCk1D7QVEEx7wQK,1,0,0,1,0.01101854,0.01101854
39dvFSfvLucpxJSd71kPei7WqLcocmgKED,1,0,0,1,0.0110088,0.0110088
bc1qkx3ngke620clvkz5aa3254yuug0w2ksk3jq52u,1,0,0,1,0.01096866,0.01096866
bc1qekjw40pp8766sw06f5q29a4txh4duhvlapt0zl,1,0,0,1,0.01094854,0.01094854
bc1qf2mh2fg7azkjarpdva5eppd42cz607fp9rqysk49nhxv88vy0m9s6kmhqt,1,0,0,1,0.01090515,0.01090515
bc1q68e056wgdy0nr7qwvpam7gr084f5p6rq6ydchg,1,0,0,1,0.01084846,0.01084846
36noTbecMLxLR59icnAocGVD3PFSG2fMw9,1,0,0,1,0.01080098,0.01080098
1FCnov2iUD1XBhrgduVC9q9Z8cJNtoxvjN,1,0,0,1,0.0108,0.0108
bc1qggxmt99ajdgm2wa7jyp2uhwjhm59j97u6vku2e,1,0,0,1,0.01074566,0.01074566
bc1qwa8af8ur9gxr3d5r23vjawlkag02u9yj79z83r,1,0,0,1,0.01073491,0.01073491
bc1qw5wr4ez855qx39mz943anfwr8gttmc3q26qeku,1,0,0,1,0.01069514,0.01069514
3KZDwMewvQDDsWmSdvhw8ECRXDfw4wRgym,1,0,0,1,0.01065885,0.01065885
bc1qemlg07r9wxszasu9yhw9p0e6fn7d2aqj4llkqy,1,0,0,1,0.01065075,0.01065075
bc1qtxtjkxjgur4fc0h9nqrxctlcgghh7ll397lvzd,1,0,0,1,0.010642,0.010642
1EU81otKRtpFxm97X9yfyrZBgyQk4Syevq,1,0,0,1,0.0106135,0.0106135
bc1qzymtsvf5c5n287a364ham3w0ah8hf0afdjw5z3,1,0,0,1,0.01061264,0.01061264
bc1qnyhvh0c6m0q27uyyh99af2737hum7s823smpmv,1,0,0,1,0.0106,0.0106
bc1qk34je5wlfvyvka6mdp6z7gk3v4xfqdu0dzzgea,1,0,0,1,0.01058365,0.01058365
19rbAkxVD44CWooGfmFyvVDRWDabRkTRtF,1,0,0,1,0.01052187,0.01052187
bc1qsfac3awzn27dx9cnla7zzlmdf5aadsnmqv8jq0,1,0,0,1,0.0104824,0.0104824
bc1qr5fnuacqkvsh5yu2ejs8t3l3l9t9hzruuthm2n,1,0,0,1,0.01047788,0.01047788
15W8QyA42ZHfzh6KmCiVoz6yWTyKhu8VbR,1,0,0,1,0.01034187,0.01034187
1KzDjb725ZzGJJg738MvyhheWQpYtKna6y,1,0,0,1,0.0102284,0.0102284
bc1qpzd22zc3n7xm66judzp9ed4e0hnrhz5vx6mne5,1,0,0,1,0.01022486,0.01022486
bc1q9uetgvrjvruf3vmhsjmw5nxkxzu8k2j9a3q46v,1,0,0,1,0.01020425,0.01020425
32NPr4NNdcdsBAkxXPvyccseWoWFjhHHSc,1,0,0,1,0.01018077,0.01018077
bc1qayn9hdmv0v209zh4errzrgwuxu5uchrd03fwcp,1,0,0,1,0.01013713,0.01013713
1HhYnH6ExYeURyTX4qDsCTTKuS3JN7udoJ,1,0,0,1,0.01013019,0.01013019
1NSQYBUhxhkKHJFEQjbbodvL1n73326YwL,1,0,0,1,0.01011239,0.01011239
bc1plsng36h3n8m9uu24gl6fpdffj9taf8p4dwaytc6dzsk2jz5at9cq3af67w,1,0,0,1,0.0101,0.0101
bc1qtledhwvvstj63tn4zplpfet4kc4sv7kuh5f2a8,1,0,0,1,0.01007952,0.01007952
bc1qec4js295lfrfnhv5c3tlsyhml5e84zr0w4906n,1,0,0,1,0.01007927,0.01007927
3A6tpLg5miLkX3xWBs3qTyD9XPvAJG1maN,1,0,0,1,0.01007448,0.01007448
1Eak9HAQ8Z91pxMRzRMZWwYzLVTQT4Mo6S,1,0,0,1,0.01007314,0.01007314
bc1qvl0ffa5he6enkgqlhgjpjkghen9h2x7xupwfj6,1,0,0,1,0.01006029,0.01006029
bc1q0awnw7ezdq39mvlxvtaqyxzklw6jxl8jj97szz,1,0,0,1,0.01003992,0.01003992
bc1qnqs2zxy9j6wqnqmna4kez5gs52z5sl6pzmhtmx,1,0,0,1,0.01003672,0.01003672
bc1q0lnfuwve0nhpwa33f8jykdhset3spe26rnvc44,1,0,0,1,0.01002606,0.01002606
bc1qm9h7dh87cwaplyxh5ur0j6u50psn57teqzjqeg,1,0,0,1,0.01001218,0.01001218
bc1qrfta58c9amp6f7m2f3vxa54lpfga9wasn3x37m,1,0,0,1,0.01000949,0.01000949
bc1qgpmra0yay57n05frauur6je7qa4cs5eys7tmck,1,0,0,1,0.01000409,0.01000409
bc1qznykaptp34fvxg8sqjhml32yg5v2c7j3les7n0,1,0,0,1,0.01000402,0.01000402
bc1qtvtx8r484l96p67xzh4pudnup5t4vdncklm8jr,1,0,0,1,0.01000264,0.01000264
bc1qe8e8563ps7xp9ppq3n88yvyrm24we8xa83jatp,1,0,0,1,0.01000098,0.01000098
bc1q5yct4c7vx7m0k5cx5t2p5ucaw4zwzaru73fuaq,1,0,0,1,0.01000098,0.01000098
bc1qmqd2n2h4cml8dalkz00p6u7fmyyjknx8zt3qrq,1,0,0,1,0.01000014,0.01000014
bc1qxrlaenq5tpxr838c3qwwx9gg2krrmeen678uqp,1,0,0,1,0.01000003,0.01000003
bc1qeucz825fsyg566nhjy7uy4q9s4af7re8ctj4nn,1,0,0,1,0.01000003,0.01000003
bc1qy5zxk6lkycpdt98wftldv7fc5c3353racfy92d,1,0,0,1,0.01000001,0.01000001
bc1qk4c87uf2lw2zsu69ungpqvlefdgsg96hzj84w4,1,0,0,1,0.01000001,0.01000001
bc1q8ztlndqdjqflk6n8tkwj5z2xwzd78hewzcm4ld,1,0,0,1,0.01,0.01
bc1qzvgchs0n4gltlwemg4sdn0swkh432sal9eufgt,1,0,0,1,0.00999746,0.00999746
bc1qtnyfew3nstr9l59kpvrvf90df942va3cxl9gvr,1,0,0,1,0.00999,0.00999
bc1qa9tvspa2grgfms9nz08whez7ghvzzgaa9829g8zxhvft5tdf5h8q86dhdu,1,0,0,1,0.00995692,0.00995692
134zvgSH1KM9MXUyRRX6DoCopwhRGik7Aa,1,0,0,1,0.0099331,0.0099331
34DvZQpbadj62UAESvYzBZ9qM3tAnoDSsc,1,0,0,1,0.00989428,0.00989428
1FmrCfutAr4sFTMsoKhM6ZdGHGm68t5eET,1,0,0,1,0.00986678,0.00986678
bc1qcwavule9dfcaaac20vppnsf40myannsesa68fg,1,0,0,1,0.00985841,0.00985841
bc1qpxrk8u8rpmlgmv39empskwn3je07v8ykfag8gu,1,0,0,1,0.00979982,0.00979982
bc1q0fh92lpnn5rhtca96s9z3pcqy3sh7ncvj3mrht73xpxgjll7zcpqyde2gk,1,0,0,1,0.00978386,0.00978386
39SSHVvD4Ph766xU28wbUjiW6CQfw4fk9M,1,0,0,1,0.00964552,0.00964552
38TXYhdx1n31EbM1wAinY64zJtWYBqDkPv,1,0,0,1,0.0095514,0.0095514
bc1qrh6zret56tuhj8k9d4zakdusxm63lsyqw8cr9p,1,0,0,1,0.00953766,0.00953766
1JEpvY7BPGxXQfnYpWhMxyffqrC2xS7yGJ,1,0,0,1,0.00949667,0.00949667
bc1qq96yfc2ttdsnqej7uc2n766vckv522cm9vzn8vturmae2gpz4j0sqanxpl,1,0,0,1,0.00942362,0.00942362
383bhZWftNRG8LsDrCYwHvReX7jW2fKr7c,1,0,0,1,0.00935081,0.00935081
1Pfxim45B9zwPsXgS4B2RYoWKCJpc4fMkw,1,0,0,1,0.00916,0.00916
3PmjoZfozYWvfssWvyx6gS7DpnQPBAbmWv,1,0,0,1,0.00913351,0.00913351
bc1qm94p6r5nvzmg4zqpt5xscjr8r9cfjwf32srnyj,1,0,0,1,0.00910655,0.00910655
bc1qpqhuh5fa3rmaksfy98sxfzpp7hg0jafgcs3r3ktdev73zevrrvcssazrd0,1,0,0,1,0.00905896,0.00905896
bc1qqa4csa06watltvkgvusytuhd6fjauz3amagwms,1,0,0,1,0.009005,0.009005
3BQz3CDM2z7VVKAWwxhFdzvHfEzVdePWyy,1,0,0,1,0.00899636,0.00899636
bc1q2m3jen685u5878ye5v20u927n926cq5updqnqq,1,0,0,1,0.0089633,0.0089633
bc1q9m5fssjf43m4dx2v5gagumqs09dcsyvd0elf97,1,0,0,1,0.00896317,0.00896317
bc1qx3jyervtf55l63yg8h4kc978nwl6p8ymvmtcvj,1,0,0,1,0.00894223,0.00894223
bc1qkjnm958v42n95dzfynn3y2ugda9zd8mgn07nec,1,0,0,1,0.00894172,0.00894172
1C2Kzp3NBKi1eixZDzDqA9bztDiL9PcdUG,1,0,0,1,0.00891027,0.00891027
bc1q8rjkfmaxpztjvlgp9cclwya96g7lfetns3ysqr,1,0,0,1,0.00890844,0.00890844
1PFQvmWFhEtmDRfRPUWX1ryBU6GD8og6uc,1,0,0,1,0.00886794,0.00886794
bc1q32rwx3fhp23du46ph35gqj3n3jqp4z4eux4d3c,1,0,0,1,0.00886559,0.00886559
bc1qmlp8x2l0n5wh3236k4a6dfcheac7sgdks5fvcx,1,0,0,1,0.00880139,0.00880139
12jregQ11TPefkw4WcgArwpyVa8EU9t9K2,1,0,0,1,0.00878505,0.00878505
3QbihBtN6ho16GXdMvLUBMmTtbwt51sb9u,1,0,0,1,0.00877,0.00877
14G9U2QqJy4xwTvZMTcyya6Ttoxj2ACcAc,1,0,0,1,0.00876804,0.00876804
3ARSr1GnTz1EKLXqT1YvwdjumHdG23otBm,1,0,0,1,0.00876763,0.00876763
3EtCaZrwQAsTALB3D7xLaytTdmKeAFqZd3,1,0,0,1,0.00876712,0.00876712
31zGGwqtMKkNwCvo1PjmRsoCGb3XAadLiQ,1,0,0,1,0.008723,0.008723
3J5Y7qspVmuPddeuDT1Q3AAGRTzY9NHvvg,1,0,0,1,0.00864258,0.00864258
bc1qf62qxcdap3cr595ydynawcnpr92kxguppymx8q,1,0,0,1,0.008479,0.008479
3KZTSmrZ6jcc9kqQbntx7hJaiCqyAN7xsF,1,0,0,1,0.00847584,0.00847584
bc1qxgxz2c00x8wz798xpfx84xukkr9y5575xx32gk,1,0,0,1,0.00846752,0.00846752
bc1qclft9dpy8gv3afz5947cgr82pqmm8yjpf94g65efhm2nsutt7a0s4aue6j,1,0,0,1,0.00846221,0.00846221
16zqh1NwN9EfS1danL6eND6q6nEqep6bpp,1,0,0,1,0.00846145,0.00846145
bc1qgdy37kdmxne2zsh7src8e7vny44numqqrqmj0w,1,0,0,1,0.00846124,0.00846124
bc1qaehe4hafzm4yq7ffau74y9t30q0wu0n8wcvna4gc2gxj4ft2pz9qhyagc9,1,0,0,1,0.00846109,0.00846109
14rUgyzmuM9tJ3vosTfwCKJWamE1rtg2en,1,0,0,1,0.0084399,0.0084399
bc1qjeywz3w0m839t5fze5uh3k5cuzmn8fa2jvcvxa,1,0,0,1,0.00841744,0.00841744
3GVioivRatzo1bNEyXAkxoHLM7oz2hSEwd,1,0,0,1,0.00841648,0.00841648
1HbDRf4pxk4fbmwNie2EXAkS8kymWcNrnt,1,0,0,1,0.00839799,0.00839799
36uZPLKSGrtn4b6t1xV2Yaw6Z93ggZRgD8,1,0,0,1,0.008339,0.008339
bc1qfd9z8ctskhnlz9stxeq7anw3jngp33j97lvsa5,1,0,0,1,0.0083112,0.0083112
bc1qxp90lhrmplwl4we50dxuqq6mws3r2h66j0rnqv,1,0,0,1,0.00826665,0.00826665
bc1qu2n6xv2vwfjl5ght4mzcn6v0hrpq40jldgz23t,1,0,0,1,0.00821375,0.00821375
16mcnaEpsJtscn8XMdQDG4XUftD3fzcGkH,1,0,0,1,0.00819469,0.00819469
1DDVdCQ5K1GCqwhBLDAbN5HDjsBnUo4PKj,1,0,0,1,0.00804216,0.00804216
bc1qwz84syd4rwh9qcc7esppjrum00cz75mhdgwc77,1,0,0,1,0.0079589,0.0079589
bc1qpl7jy78jrljc2epa6m4shn80nj7rxazntrqxlx,1,0,0,1,0.00795057,0.00795057
bc1qzdvzc2qxrejm4mvlh79uu8tspdw59v6sswhjrw,1,0,0,1,0.00790292,0.00790292
bc1q2n9u84jckmkpc255xe6vwvuc2t7ty4np63uwjj,1,0,0,1,0.00789864,0.00789864
bc1q9fngwlv0j25utfh5zpzvre2wv4q9d7ek0zc8lsatet3n3x05e2dqrvc9z0,1,0,0,1,0.00786397,0.00786397
17BkMzRJt3XjEqp3TTmjmoj4dCZdjB9NEk,1,0,0,1,0.00785624,0.00785624
3CnYtN3ZGoknXHgmRT6joYmHQ2y6g64dZy,1,0,0,1,0.00773844,0.00773844
bc1qhmnaf0pg8zke2qlfws74k7ta9trpt740avrke9,1,0,0,1,0.0075995,0.0075995
bc1qvuyqzks6xffhnltgmmgq2ftyauszdyl2h9aylj,1,0,0,1,0.00752953,0.00752953
3NeLUZqSSn6q1YASuBcc5zkYV7TLmKV8vP,1,0,0,1,0.00752931,0.00752931
32YuLUXgNHnYtMjGFi7nBhU8ysy16XWBZx,1,0,0,1,0.00752797,0.00752797
bc1qs99kvw2xrycw5fksfr7d7v755nt27f57mtyfv4,1,0,0,1,0.0074628,0.0074628
bc1qny4nte83dm575huy3mcaqj2mkv3nfqt5lym56m,1,0,0,1,0.00745571,0.00745571
35mykPNJZznAihWGSzR3SR6YxbnfBfGJcU,1,0,0,1,0.00741779,0.00741779
bc1p4h76zqvxeqrfykejdr8tqd9zpupjyzfrlkgct03j89wpfdw6cx5sjdfc6p,1,0,0,1,0.00735601,0.00735601
12PZyW9JPaALfsBG9nEZJhkSXk927wswTB,1,0,0,1,0.00733767,0.00733767
121zKs4bYyazQibEtDcW6JKFGHHUWKGYVv,1,0,0,1,0.00731588,0.00731588
3JBF2Bc1Ep2wGnGymPuMNwdpgiLxLAaPz1,1,0,0,1,0.00731538,0.00731538
3D9Y4WEs9SDwmaYUqqTkcFJUaRvUKfePUH,1,0,0,1,0.00730668,0.00730668
33fpqwCibytAhg2nPbNPp5ss3SWzXg21E4,1,0,0,1,0.00730644,0.00730644
bc1q5hdkwumfpfzpys4573pqyhv9z4dl8uwrz8x8fr,1,0,0,1,0.00730611,0.00730611
38LTL6YaJi7VEBbCLGztVLXuaH4Ecn48o8,1,0,0,1,0.00727032,0.00727032
1A9hspEayzaSHpndxPHC83WjwRnwx5EHu8,1,0,0,1,0.00723139,0.00723139
188qVH1KYhR6gLXUjMp98hwViwoPETfCZ3,1,0,0,1,0.00706249,0.00706249
3Lbi3dix6tt7AeUR9oFPFkCyH4o7ufG1zf,1,0,0,1,0.00701498,0.00701498
3Ed9B83NwMyeWCY8cW8pgf5bSumZPSDRSr,1,0,0,1,0.0070128,0.0070128
11FsnUbVsfTi9TcPZ4qHM8yvMrGxVdn8n,1,0,0,1,0.0070128,0.0070128
bc1q4uy3uvh6fe99wqn32zfu92thytmjhcurct9k874rj9uag7hnpjhszyjhu7,1,0,0,1,0.0070128,0.0070128
bc1qljapy8z3aux88w9wu35z8jy387lgywhne28w2v,1,0,0,1,0.0068573,0.0068573
1EXU8q1EsCJyW2Nd9kYyMvS1isZ9GJjWL5,1,0,0,1,0.00678572,0.00678572
bc1qlz97acdrjhvfed0rreavs5ys5lx4cxa09awss3,1,0,0,1,0.00674997,0.00674997
bc1qk0w0r0w3urj4e3krw6y2dyu7mg2wa99l5jsqcq,1,0,0,1,0.00674325,0.00674325
16SeNX9eWtooExqyP2kfLesrvG983DZkrj,1,0,0,1,0.00673253,0.00673253
39MtNYktsWr5mNneZeuRRxZGE9NCKFJ63m,1,0,0,1,0.00667548,0.00667548
bc1qh3gnlxhtyjvxup5drcv6xfe6vqyn028t8zqmta,1,0,0,1,0.0066379,0.0066379
bc1qd0djl9yszy2hwftc3crl2tcss7nlq3rx9qplnz,1,0,0,1,0.00660509,0.00660509
bc1q6rhhyys4qcreufq37samqjdd6rclwy9crum4gk,1,0,0,1,0.00658044,0.00658044
12WW4gAtiBSHZEFxMVaAH4AEsqWwGUeiLV,1,0,0,1,0.00657172,0.00657172
bc1q405wctm3fhav6mh4tqg9slvf0685xwz5qfjq0s,1,0,0,1,0.00654489,0.00654489
bc1qvnm8ya3fphhyycefk7rg0hnkeqwprg8jzh655l,1,0,0,1,0.0065431,0.0065431
1L1uyUZ8zwusuNQV6spfwcngbadbc16Wck,1,0,0,1,0.00642876,0.00642876
1FyrLUyL3VCJNK57yQ8Ayd7MXqHRgqe216,1,0,0,1,0.0064273,0.0064273
bc1q9clz2a50ag3pqct4npfuyhn5dgd3ucxcnldh8rqzfx74xzwckn9svew4ur,1,0,0,1,0.00642638,0.00642638
bc1qyutu4ga4stez0ljjpzp8992f228sgqde45up3g,1,0,0,1,0.00642626,0.00642626
bc1qhtq5l8h6dhmphul38ashe2txjxll27e9wscmce,1,0,0,1,0.00642615,0.00642615
3K27GtFJaGeDEmr676zvSdX57M5CsxJuHe,1,0,0,1,0.00632972,0.00632972
32A35TdnqwkpBmhjynXx1ZsiNaigCkarFd,1,0,0,1,0.00630868,0.00630868
bc1qwrfxkz77k8w8sdxlar2xttc0ysr3d6trfs6r54,1,0,0,1,0.00623055,0.00623055
3DiRLfbyEdY5reo9NFbbccS3FTCSEtzbQg,1,0,0,1,0.00619144,0.00619144
bc1qvh0cva96hvgy3t0lu9r46vzjap948wkxd0d333,1,0,0,1,0.00618892,0.00618892
3CAJRCPtCrSPPS2eLrnQPV7yKsdJ2WCPrf,1,0,0,1,0.00618165,0.00618165
3DgYyJPdeQYT85o16Zo2P6rH9Qvu6hi8mF,1,0,0,1,0.00617049,0.00617049
12xfh8244U8ZFAnP3phkTjE9589iiX83ST,1,0,0,1,0.00615721,0.00615721
13dCN1KRnQzwwxsmiwxgQvubBAiCV1vcPh,1,0,0,1,0.00612138,0.00612138
18YL1imBcLZe17f6WQUUdH2JyEAcHfngbt,1,0,0,1,0.0061124,0.0061124
bc1qfdexq6ykcs8fxqyax2hme9t83lmndn5ggk8ppl,1,0,0,1,0.00607424,0.00607424
bc1qlaaau0etz7a3t9apu4nk8pvtd0tlyyxrl23csm,1,0,0,1,0.00606998,0.00606998
bc1q9095jn7qtfkh683rhw8yvdnxynlqjcy3sru0q4,1,0,0,1,0.00604185,0.00604185
bc1qr635t2rj3tw7lawhsz8k0nkzw7q3dcq70ugnmj,1,0,0,1,0.00603992,0.00603992
32yT6JueviSwW33rvWJutxb5tmWiBidnhU,1,0,0,1,0.00602,0.00602
1LJEtM3aqTCTr11Pf3eRMvnGZd8oUgo7pN,1,0,0,1,0.006,0.006
bc1qcxf6uvlruavn9uz8weq24s5lah32nph0kwwyqj,1,0,0,1,0.00599999,0.00599999
bc1q7zje0fht727kn6qdscpv8xs5cl0ltjw7p472xw,1,0,0,1,0.00596574,0.00596574
3KBcYTR2KFBXK3F4yKbsMA7RDz8rnygNxy,1,0,0,1,0.00596249,0.00596249
bc1q06ka06kess5vjugqyer0zhv68c6ywd50hjq8vt,1,0,0,1,0.00596146,0.00596146
